"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.810122604E0,4.424927235E0,-2.831068039E1,3.023929596E0
3.820122604E0,1.541576028E0,-3.189572716E1,5.011168957E0
3.830122604E0,-9.625129104E-1,-3.020878792E1,3.608974695E0
3.840122604E0,-2.842075109E0,-2.402154732E1,1.984248161E0
3.850122604E0,-2.774477959E0,-1.922872353E1,8.799605370E-1
3.860122604E0,-2.608176708E0,-1.714756584E1,1.018744230E0
3.870122604E0,1.233500123E0,-1.590509224E1,-4.911268353E-1
3.880122604E0,3.467200041E0,-1.621735573E1,-1.016949583E-2
3.890122604E0,4.347160339E0,-1.712483406E1,-1.465603858E-1
3.900122604E0,5.385645390E0,-1.843729591E1,-2.923431158E0
3.910122604E0,7.046862602E0,-1.803350830E1,-4.432703972E0
3.920122604E0,5.233701229E0,-1.561556053E1,-4.161118507E0
3.930122604E0,4.572684288E0,-1.392862034E1,-4.559523582E0
3.940122604E0,5.442475319E0,-1.159920788E1,-4.283152580E0
3.950122604E0,6.470192432E0,-1.006899738E1,-3.900899172E0
3.960122604E0,5.342574596E0,-8.879166603E0,-3.049652576E0
3.970122604E0,1.119840980E0,-6.315257072E0,-2.566302299E0
3.980122604E0,-4.253242314E-1,-5.411368370E0,-2.719442844E0
3.990122604E0,-1.537388563E0,-4.831109047E0,-1.542174220E0
4.000122604E0,-2.084746838E0,-4.463212490E0,-2.392822690E-2
4.010122604E0,-2.132004976E0,-4.237090588E0,5.904290080E-1
4.020122604E0,-1.873580098E0,-3.534198999E0,7.441678643E-1
