"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.611093284E0,-2.680171132E-1,4.581489484E-4,2.199114859E-2
3.621093284E0,-2.814561725E-1,-2.138028387E-3,3.054326214E-2
3.631093284E0,-2.791654170E-1,3.970623948E-3,4.153883830E-2
3.641093284E0,-2.325869352E-1,1.542434748E-2,4.520402849E-2
3.651093284E0,-1.957823038E-1,2.443460934E-2,4.276056588E-2
3.661093284E0,-1.577559561E-1,1.634064503E-2,3.298672289E-2
3.671093284E0,-1.110247597E-1,9.621127509E-3,1.939497143E-2
3.681093284E0,-6.566801667E-2,1.496619824E-2,1.328631863E-2
3.691093284E0,-1.756237634E-2,5.803219974E-3,1.679879427E-2
3.701093284E0,-5.345070735E-3,8.246680722E-3,1.924225502E-2
3.711093284E0,-4.581489484E-4,1.206458826E-2,2.290744707E-2
3.721093284E0,6.108652451E-4,1.695151068E-2,2.657263726E-2
3.731093284E0,2.504547499E-2,3.802636266E-2,2.657263726E-2
3.741093284E0,6.047565863E-2,5.207626149E-2,5.803219974E-3
3.751093284E0,6.169738993E-2,4.596760869E-2,-3.970623948E-3
3.761093284E0,6.291911751E-2,4.596760869E-2,-8.857546374E-3
3.771093284E0,6.047565863E-2,4.596760869E-2,-3.970623948E-3
3.781093284E0,4.459316283E-2,3.833179548E-2,8.246680722E-3
3.791093284E0,-1.634064503E-2,-4.581489484E-4,3.741549700E-2
3.801093284E0,-3.726277873E-2,7.788531948E-3,3.756821156E-2
3.811093284E0,-4.856378585E-2,3.344487399E-2,4.016438872E-2
3.821093284E0,-5.971207842E-2,4.184427112E-2,4.871650413E-2
3.831093284E0,-7.437284291E-2,3.313944116E-2,5.115996301E-2
3.841093284E0,-7.284568250E-2,6.261368748E-3,3.878994286E-2
